id_acc,user_id,followers_count,following_count,private,verified,profile_pic_url,no_of_posts,blocked_in_country,business_account,audit_ts
1,54987540073,51732,12,False,False,https://instagram.fpnq2-1.fna.fbcdn.net/v/t51.2885-19/317758340_425241796332411_4795934457092021484_n.jpg?stp=dst-jpg_s150x150&_nc_ht=instagram.fpnq2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=GH5VERGMYg0AX9P7Cql&edm=ABfd0MgBAAAA&ccb=7-5&oh=00_AfDvfBr1qrXCjl-Y0exSsYRJFwdMWIHjTPr2iK_O2LsyGw&oe=6394440A&_nc_sid=7bff83,121,False,False,2022-12-06 16:28:34.774839
