id_user,id_num,username,full_name,external_url,audit_ts
1,6621931909,gyankibaat.in,www.gyankibaat.in,https://gyankibaat.page.link/gyankibaat,29:55.6
2,7503765383,winnergirls.official,Winner Girls Official ????,,29:58.1
